Hasil Pilkada,Jumlah Paslon,Nama Daerah,Jalur Pencalonan,Nama Kandidat (1),Nama Kandidat (2),Gender (1),Gender (2),Usia (1),Usia (2),Latar Belakang Profesi (1),Latar Belakang Profesi (2),Petahana? (1),Petahana? (2),Jumlah PARPOL Pendukung,Persentase PARPOL Pendukung,Jumlah Kursi Pendukung (DPR),Jumlah Kursi Pendukung (DPRD)
Menang,3,SAMPANG (JAWA TIMUR)  ,PARPOL,H. SLAMET JUNAIDI,H. ABDULLAH HIDAYAT,L,L,46,34,SIPIL,SIPIL,0,0,5,0.417,0.563,0.311
Kalah,3,SAMPANG (JAWA TIMUR)  ,PARPOL,"DRH.H. HERMANTO SUBAIDI, M.SI",H. SUPARTO,L,L,56,35,SIPIL,SIPIL,0,0,3,0.250,0.214,0.400
Kalah,3,SAMPANG (JAWA TIMUR)  ,PARPOL,H. HISAN. SE,H. ABDULLAH. SE,L,L,49,50,SIPIL,SIPIL,0,0,2,0.167,0.195,0.200
Menang,2,PAMEKASAN (JAWA TIMUR)  ,PARPOL,"H. BADRUT TAMAM, S.PSI","RAJA'E, S.HI",L,L,42,42,SIPIL,SIPIL,0,0,4,0.333,0.371,0.356
Kalah,2,PAMEKASAN (JAWA TIMUR)  ,PARPOL,"DR. KH. KHOLILURRAHMAN, SH.,M.SI","FATHOR ROHMAN, M.SI",L,L,58,41,SIPIL,SIPIL,0,0,4,0.333,0.405,0.511
Kalah,3,KOTA KEDIRI (JAWA TIMUR)  ,PARPOL,AIZZUDIN,SUDJONO TEGUH WIDJAJA,L,L,39,48,SIPIL,SIPIL,0,0,4,0.333,0.446,0.400
Menang,3,KOTA KEDIRI (JAWA TIMUR)  ,PARPOL,ABDULLAH ABU BAKAR,LILIK MUHIBBAH,L,P,38,56,SIPIL,SIPIL,1,2,4,0.333,0.330,0.400
Kalah,3,KOTA KEDIRI (JAWA TIMUR)  ,PARPOL,"DR. SAMSUL ASHAR, SP.PD","TEGUH JUNIADI, SE",L,L,57,44,SIPIL,SIPIL,0,0,2,0.167,0.223,0.200
Kalah,3,KOTA MALANG (JAWA TIMUR)  ,PARPOL,"YA'QUD ANANDA GUDBAN, SS, MM.",H. WANEDI,P,L,43,49,SIPIL,SIPIL,0,0,5,0.417,0.443,0.489
Kalah,3,KOTA MALANG (JAWA TIMUR)  ,PARPOL,H. ANTON,"H. SYAMSUL MAHMUD, SE",L,L,53,45,SIPIL,SIPIL,1,0,3,0.250,0.286,0.289
Menang,3,KOTA MALANG (JAWA TIMUR)  ,PARPOL,SUTIAJI,SOFYAN EDI JARWOKO,L,L,54,51,SIPIL,SIPIL,2,0,2,0.167,0.271,0.222
Kalah,4,KOTA PROBOLINGGO (JAWA TIMUR)  ,PERORANGAN,SUWITO,FERRY RAHYUWONO,L,L,46,44,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,KOTA PROBOLINGGO (JAWA TIMUR)  ,PARPOL,"H. FERNANDA ZULKARNAIN, BSEE.MSCS.",IR. H. ZULFIKAR IMAWAN,L,L,34,49,SIPIL,SIPIL,0,0,4,0.333,0.427,0.500
Kalah,4,KOTA PROBOLINGGO (JAWA TIMUR)  ,PARPOL,SYAMSU ALAM,"KULUP WIDYONO, SE",L,L,48,57,SIPIL,SIPIL,0,0,1,0.083,0.195,0.267
Menang,4,KOTA PROBOLINGGO (JAWA TIMUR)  ,PARPOL,"HABIB HADI ZAINAL ABIDIN, S.PD., MM., M.HP.",MOCH. SOUFIS SUBRI,L,L,39,45,SIPIL,SIPIL,0,0,3,0.250,0.264,0.233
Kalah,4,KOTA MOJOKERTO (JAWA TIMUR)  ,PARPOL,"DR. H. AKMAL BOEDIANTO, SH, M.SI",RAMBO GARUDO,L,L,61,33,SIPIL,SIPIL,0,0,1,0.083,0.195,0.240
Kalah,4,KOTA MOJOKERTO (JAWA TIMUR)  ,PARPOL,ANDY SOEBJAKTO MOLANGGATO,"ADE RIA SURYANI, SH., MH",L,P,49,39,SIPIL,SIPIL,0,0,3,0.250,0.263,0.280
Kalah,4,KOTA MOJOKERTO (JAWA TIMUR)  ,PARPOL,WARSITO,MOELJADI,L,L,49,46,SIPIL,SIPIL,0,0,2,0.167,0.157,0.240
Menang,4,KOTA MOJOKERTO (JAWA TIMUR)  ,PARPOL,"HJ. IKA PUSPITASARI, SE",ACHMAD RIZAL ZAKARIA,P,L,39,55,SIPIL,SIPIL,0,0,2,0.167,0.293,0.240
Menang,3,KOTA MADIUN (JAWA TIMUR)  ,PARPOL,"DRS. H. MAIDI, SH, MM, M.PD","INDA RAYA AYU MIKO SAPUTRI, S.E., MIB",L,P,57,37,SIPIL,SIPIL,0,0,5,0.417,0.543,0.667
Kalah,3,KOTA MADIUN (JAWA TIMUR)  ,PERORANGAN,DR. HARRYADIN MAHARDIKA,"ARIEF RAHMAN, S.T., M.M.",L,L,38,42,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,3,KOTA MADIUN (JAWA TIMUR)  ,PARPOL,"YUSUF ROHANA, ST","BAMBANG WAHYUDI, ST",L,L,50,42,SIPIL,SIPIL,0,0,3,0.250,0.364,0.233
