Hasil Pilkada,Jumlah Paslon,Nama Daerah,Jalur Pencalonan,Nama Kandidat (1),Nama Kandidat (2),Gender (1),Gender (2),Usia (1),Usia (2),Latar Belakang Profesi (1),Latar Belakang Profesi (2),Petahana? (1),Petahana? (2),Jumlah PARPOL Pendukung,Persentase PARPOL Pendukung,Jumlah Kursi Pendukung (DPR),Jumlah Kursi Pendukung (DPRD)
Menang,2,Banyuwangi,PARPOL,Ipuk Fiestiandani,Sugirah,P,L,46,56,SIPIL,SIPIL,0,0,5,0.417,0.494,0.560
Kalah,2,Banyuwangi,PARPOL,Yusuf Widyatmoko,Muhammad Riza Aziziy,L,L,58,35,SIPIL,SIPIL,2,0,4,0.333,0.430,0.440
Kalah,2,Blitar,PARPOL,Rijanto,Marhaenis Urip Widodo,L,L,67,55,SIPIL,SIPIL,1,2,6,0.500,0.736,0.660
Menang,2,Blitar,PARPOL,Rini Syarifah,Rahmat Santoso,P,L,43,42,SIPIL,SIPIL,0,0,3,0.250,0.264,0.340
Kalah,2,Gresik,PARPOL,Mohammad Qosim,Asluchul Alif,L,L,62,40,SIPIL,SIPIL,2,0,2,0.167,0.237,0.420
Menang,2,Gresik,PARPOL,Fandi Akhmad Yani,Aminatun Habibah,L,P,35,54,SIPIL,SIPIL,0,0,7,0.583,0.763,0.580
Menang,3,Jember,PARPOL,Hendy Siswanto,Mohammad Balya Firjaun B,L,L,58,52,SIPIL,SIPIL,0,0,5,0.417,0.452,0.560
Kalah,3,Jember,PARPOL,Abdussalam,Ifan Ariadna,L,L,37,41,SIPIL,SIPIL,0,0,4,0.333,0.548,0.380
Kalah,3,Jember,PERORANGAN,Faida,Dwi Arya Nugraha Oktavianto,P,L,52,36,SIPIL,SIPIL,1,0,0,0.000,0.000,0.000
Menang,1,Kediri,PARPOL,Hanindhito Himawan Pramono,Dewi Maria Ulfa,L,P,28,40,SIPIL,SIPIL,0,0,9,0.750,1.000,1.000
Kalah,3,Lamongan,PARPOL,Suhandoyo,Astiti Suwarni,L,P,55,54,SIPIL,SIPIL,0,0,1,0.083,0.103,0.020
Menang,3,Lamongan,PARPOL,Yuhronur Efendi,Abdul Rouf,L,L,52,59,SIPIL,SIPIL,0,0,6,0.500,0.487,0.600
Kalah,3,Lamongan,PARPOL,Kartika Hidayati,Sa'im,P,L,53,51,SIPIL,SIPIL,2,0,2,0.167,0.324,0.360
Menang,3,Malang,PARPOL,Sanusi,Didik Gatot Subroto,L,L,60,51,SIPIL,SIPIL,1,0,6,0.500,0.736,0.740
Kalah,3,Malang,PARPOL,Lathifah Shohib,Didik Budi Muljono,P,L,61,51,SIPIL,SIPIL,0,0,2,0.167,0.101,0.260
Kalah,3,Malang,PERORANGAN,Heri Cahyono,Gunadi Handoko,L,L,45,56,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,3,Mojokerto,PARPOL,Pungkasiadi,Titik Masudah,L,P,51,45,SIPIL,SIPIL,1,0,4,0.333,0.324,0.400
Kalah,3,Mojokerto,PARPOL,Yoko Priyono,Choirun Nisa,L,P,54,61,SIPIL,SIPIL,0,0,2,0.167,0.181,0.220
Menang,3,Mojokerto,PARPOL,Ikfina Fahmawati,Muhammad Al Barra,P,L,42,34,SIPIL,SIPIL,0,0,6,0.500,0.496,0.380
Menang,1,Ngawi,PARPOL,Ony Anwar Harsono,Dwi Rianto Jatmiko,L,L,41,49,SIPIL,SIPIL,2,0,10,0.833,1.000,1.000
Menang,2,Pacitan,PARPOL,Indrata Nur Bayuaji,Gagarin,L,L,42,50,SIPIL,SIPIL,0,0,7,0.583,0.600,0.756
Kalah,2,Pacitan,PARPOL,Yudi Sumbogo,Isyah Anshori,L,L,59,65,SIPIL,SIPIL,2,0,2,0.167,0.324,0.244
Menang,2,Ponorogo,PARPOL,Sugiri Sancoko,Lisdyarita,L,P,49,42,SIPIL,SIPIL,0,0,4,0.333,0.332,0.200
Kalah,2,Ponorogo,PARPOL,Ipong Muchlissoni,Bambang Tri Wahono,L,L,53,55,SIPIL,SIPIL,1,0,6,0.500,0.668,0.800
Kalah,3,Sidoarjo,PARPOL,Bambang Haryo Soekartono,M. Taufiqulbar,L,L,57,48,SIPIL,SIPIL,0,0,5,0.417,0.497,0.360
Menang,3,Sidoarjo,PARPOL,Kelana Aprilianto,Dwi Astutik,L,P,49,50,SIPIL,SIPIL,0,0,3,0.250,0.426,0.540
Kalah,3,Sidoarjo,PARPOL,Ahmad Muhdlor Ali,Subandi,L,L,29,48,SIPIL,SIPIL,0,0,1,0.083,0.077,0.100
Menang,2,Situbondo,PARPOL,Yoyok Mulyadi,Abu Bakar Abdi,L,L,58,55,SIPIL,SIPIL,2,0,5,0.417,0.562,0.533
Kalah,2,Situbondo,PARPOL,Karna Suswandi,Khoirani,L,P,53,60,SIPIL,SIPIL,0,0,5,0.417,0.438,0.467
Menang,2,Sumenep,PARPOL,Achmad Fauzi,Dewi Khalifah,L,P,41,49,SIPIL,SIPIL,2,0,5,0.417,0.522,0.580
Kalah,2,Sumenep,PARPOL,Fattah Jasin,Ali Fikri Warits,L,L,58,47,SIPIL,SIPIL,0,0,6,0.500,0.478,0.600
Kalah,2,Trenggalek,PARPOL,Mochamad Nur Arifin,Syah Muhammad Natanegara,L,L,30,31,SIPIL,SIPIL,1,0,2,0.167,0.188,0.378
Menang,2,Trenggalek,PARPOL,Alfan Rianto Muasir,Zaenal Fanani,L,L,60,34,SIPIL,SIPIL,0,0,7,0.583,0.710,0.689
Kalah,2,Tuban,PARPOL,Khozanah Hidayati,Muhammad Anwar,P,L,51,56,SIPIL,SIPIL,0,0,3,0.250,0.204,0.380
Menang,2,Tuban,PARPOL,Aditya Halindra Faridzky,Riyadi,L,L,28,49,SIPIL,SIPIL,0,0,3,0.250,0.329,0.300
Kalah,2,Tuban,PARPOL,Setiajit,Armaya Mangkunegara,L,L,59,32,SIPIL,SIPIL,0,0,5,0.417,0.468,0.320
Kalah,2,Blitar,PARPOL,Henry Pradipta Anwar,Yasin Hermanto,L,L,31,50,SIPIL,SIPIL,0,0,3,0.250,0.336,0.280
Menang,2,Blitar,PARPOL,Santoso,Tjutjuk Sunario,L,L,59,58,SIPIL,SIPIL,1,0,5,0.417,0.485,0.720
Menang,2,Pasuruan,PARPOL,Saifullah Yusuf,Adi Wibowo,L,L,56,40,SIPIL,SIPIL,0,0,5,0.417,0.445,0.700
Kalah,2,Pasuruan,PARPOL,Raharto Teno Prasetyo,Moch. Hasjim Asjari,L,L,38,49,SIPIL,SIPIL,1,0,4,0.333,0.461,0.300
Menang,2,Surabaya,PARPOL,Eri Cahyadi,Armuji,L,L,43,55,SIPIL,SIPIL,0,0,1,0.083,0.223,0.300
Kalah,2,Surabaya,PARPOL,Machfud Arifin,Mujiaman Sukirno,L,L,60,52,SIPIL,SIPIL,0,0,8,0.667,0.777,0.620
Menang,1,Badung,PARPOL,I Nyoman Giri Prasta,I Ketut Suiasa,L,L,48,56,SIPIL,SIPIL,1,2,7,0.583,0.701,0.975
Kalah,2,Bangli,PARPOL,Sang Nyoman Sedana Arta,I Wayan Diar,L,L,48,48,SIPIL,SIPIL,2,0,2,0.167,0.250,0.267
Menang,2,Bangli,PARPOL,I Made Subrata,Ngakan Kutha Parwata,L,L,45,60,SIPIL,SIPIL,0,0,5,0.417,0.452,0.733
Kalah,2,Jembarana,PARPOL,I Made Kembang Hartawan,I Ketut Sugiasa,L,L,45,54,SIPIL,SIPIL,2,0,2,0.167,0.223,0.543
Menang,2,Jembarana,PARPOL,I Nengah Tamba,Gede Ngurah Patriana,L,L,56,42,SIPIL,SIPIL,0,0,9,0.750,0.777,0.457
Menang,2,Karangasem,PARPOL,I Gusti Ayu Mas Sumatri,I Made Sukarena,P,L,53,54,SIPIL,SIPIL,1,0,2,0.167,0.223,0.333
Kalah,2,Karangasem,PARPOL,I Gede Dana,I Wayan Artha Dipa,L,L,52,64,SIPIL,SIPIL,0,2,5,0.417,0.567,0.622
Menang,2,Tabanan,PARPOL,I Komang Gede Sanjaya,I Made Edi Wirawan,L,L,54,49,SIPIL,SIPIL,2,0,4,0.333,0.459,0.775
Kalah,2,Tabanan,PARPOL,Anak Agung Ngurah Panji Astika,I Dewa Nyoman Budiasa,L,L,46,49,SIPIL,SIPIL,0,0,5,0.417,0.377,0.225
Menang,2,Denpasar,PARPOL,I Gusti Ngurah Jaya Negara,Kadek Agus Arya Wibawa,L,L,54,45,SIPIL,SIPIL,2,0,6,0.500,0.546,0.622
Kalah,2,Denpasar,PARPOL,Gede Ngurah Ambara Putra,Made Bagus Kartanegara,L,L,53,50,SIPIL,SIPIL,0,0,4,0.333,0.421,0.333
Kalah,3,Bima,PARPOL,Indah Dhamayanti,Dahlan M. Noer,P,L,39,63,SIPIL,SIPIL,1,2,3,0.250,0.310,0.200
Kalah,3,Bima,PARPOL,Syafruddin H. M. Nur,Ady Mahyudi,L,L,62,50,SIPIL,SIPIL,0,0,2,0.167,0.179,0.222
Menang,3,Bima,PARPOL,Irfan,Herman Alfa Edison,L,L,52,43,SIPIL,SIPIL,0,0,6,0.500,0.511,0.578
Kalah,3, Dompu,PARPOL,Eri Aryani Abubakar,Ichtiar,P,L,55,52,SIPIL,SIPIL,0,0,4,0.333,0.411,0.300
Menang,3, Dompu,PARPOL,Abdul Kadir Jaelani,Syahrul Parsan,L,L,44,61,SIPIL,SIPIL,0,0,3,0.250,0.238,0.333
Kalah,3, Dompu,PARPOL,Syaifurrahman Salman,Ika Rizky Veryani,L,P,53,34,SIPIL,SIPIL,0,0,4,0.333,0.351,0.333
Kalah,5,Lombok Tengah,PARPOL,Ahmad Ziadi,Lalu Aswatara,L,L,42,58,SIPIL,SIPIL,0,0,2,0.167,0.101,0.200
Kalah,5,Lombok Tengah,PARPOL,Lalu Aswadi,Dahrun,L,L,59,60,SIPIL,SIPIL,0,0,2,0.167,0.127,0.240
Kalah,5,Lombok Tengah,PARPOL,Masrun,Habib Ziadi Thohir,L,L,57,34,SIPIL,SIPIL,0,0,3,0.250,0.164,0.180
Menang,5,Lombok Tengah,PARPOL,Lalu Pathul Bahri,Nursiah,L,L,59,60,SIPIL,SIPIL,0,0,4,0.333,0.609,0.360
Kalah,5,Lombok Tengah,PERORANGAN,Lale Prayatni,Sumum,P,L,55,57,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,2,Lombok Utara,PARPOL,Najmul Akhyar,Suardi,L,L,48,60,SIPIL,SIPIL,1,0,4,0.333,0.546,0.358
Kalah,2,Lombok Utara,PARPOL,Djohan Sjamsu,Danny Karter Febrianto,L,L,70,35,SIPIL,SIPIL,0,0,6,0.500,0.454,0.600
Kalah,5,Sumbawa,PARPOL,Mahmud Abdullah,Dewi Noviany,L,P,64,46,SIPIL,SIPIL,2,0,3,0.250,0.400,0.311
Kalah,5,Sumbawa,PARPOL,Talifuddin,Sudirman,L,L,60,41,SIPIL,SIPIL,0,0,2,0.167,0.127,0.200
Kalah,5,Sumbawa,PERORANGAN,M. Husni Djibril,Muhammad Ikhsan,L,L,65,57,SIPIL,SIPIL,1,0,0,0.000,0.000,0.000
Menang,5,Sumbawa,PARPOL,Syarafuddin Jarot,Mokhlis,L,L,56,62,SIPIL,SIPIL,0,0,3,0.250,0.337,0.267
Kalah,5,Sumbawa,PARPOL,Nurdin Ranggabarani,Burhanuddin Jafar Salam,L,L,51,47,SIPIL,SIPIL,0,0,3,0.250,0.136,0.200
Menang,1,Sumbawa Barat,PARPOL,Musyafirin,Fud Syaifuddin,L,L,57,45,SIPIL,SIPIL,1,2,9,0.750,0.906,0.840
Menang,4,Mataram,PARPOL,H. L. Makmurs Said,Badruttamam Ahda,L,L,62,30,SIPIL,SIPIL,0,0,4,0.333,0.283,0.325
Kalah,4,Mataram,PARPOL,Mohan Roliskana,TGH. Mujiburrahman,L,L,48,51,SIPIL,SIPIL,2,0,2,0.167,0.310,0.250
Kalah,4,Mataram,PARPOL,Baihaqi,Baiq Diyah Ratu Ganefi,L,P,38,57,SIPIL,SIPIL,0,0,3,0.250,0.237,0.200
Kalah,4,Mataram,PARPOL,Selly Andayani,TGH. Abdul Manan,P,L,59,51,SIPIL,SIPIL,0,0,3,0.250,0.170,0.200
Kalah,2,Belu,PARPOL,Agustinus Taolin,Aloysius Haleserens,L,L,60,55,SIPIL,SIPIL,0,0,6,0.500,0.562,0.533
Menang,2,Belu,PARPOL,Willybrodus Lay,J.T. Ose Luan,L,L,59,67,SIPIL,SIPIL,1,2,5,0.417,0.438,0.467
Menang,2,Malaka,PARPOL,Stefanus Bria Seran,Wandelinus Taolin,L,L,63,50,SIPIL,SIPIL,1,0,1,0.083,0.101,0.120
Kalah,2,Malaka,PARPOL,Simon Nahak,Kim Taolin,L,L,56,37,SIPIL,SIPIL,0,0,6,0.500,0.703,0.800
Kalah,2,Manggarai,PARPOL,Herybertus G.L. Nabit,Heribertus Ngabut,L,L,44,58,SIPIL,SIPIL,0,0,3,0.250,0.273,0.371
Menang,2,Manggarai,PARPOL,Deno Kamelus,Victor Madur,L,L,61,62,SIPIL,SIPIL,1,2,6,0.500,0.694,0.629
Kalah,4,Manggarai Barat,PARPOL,Adrianus Garu,Anggalinus Gapul,L,L,46,59,SIPIL,SIPIL,0,0,3,0.250,0.214,0.200
Kalah,4,Manggarai Barat,PARPOL,Maria Geong,Silverius Sukur,P,L,63,53,SIPIL,SIPIL,2,0,3,0.250,0.459,0.233
Menang,4,Manggarai Barat,PARPOL,Edistasius Endi,Yulianus Weng,L,L,48,54,SIPIL,SIPIL,0,0,4,0.333,0.250,0.333
Kalah,4,Manggarai Barat,PARPOL,Pantas Ferdinandus,Andi Riski Nur Cahya,L,P,63,46,SIPIL,SIPIL,0,0,2,0.167,0.077,0.200
Kalah,5,Ngada,PERORANGAN,Wilfridus Muga,Herman Hey,L,L,47,61,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,5,Ngada,PARPOL,Andreas Paru,Raymundus Bena,L,L,61,47,SIPIL,SIPIL,0,0,2,0.167,0.249,0.280
Kalah,5,Ngada,PARPOL,Paulus Soliwoa,Gregorius Upi Dheo,L,L,66,43,SIPIL,SIPIL,1,0,2,0.167,0.197,0.200
Kalah,5,Ngada,PARPOL,Kristoforus Loko,Emanuel Dopo,L,L,46,60,SIPIL,SIPIL,0,0,2,0.167,0.077,0.200
Kalah,5,Ngada,PARPOL,Helmut Waso,Yohanes Tay Ruba,L,L,51,58,SIPIL,SIPIL,0,0,1,0.083,0.223,0.160
Kalah,3,Sabu Raijua,PARPOL,Nikodemus Nithanel Rihi Heke,Yohanis Uly Kale,L,L,58,41,SIPIL,SIPIL,1,0,2,0.167,0.204,0.250
Menang,3,Sabu Raijua,PARPOL,Orient Riwu Kore,Thobias Uly,L,L,56,60,SIPIL,SIPIL,0,0,3,0.250,0.452,0.450
Kalah,3,Sabu Raijua,PARPOL,Takem Radja Pono,Herman Hegi Radja Haba,L,L,57,54,SIPIL,SIPIL,0,0,3,0.250,0.224,0.250
Menang,4,Sumba Barat,PARPOL,Agustinus Niga Dapawole,Gregorius H.B.L. Pandango,L,L,67,41,SIPIL,SIPIL,1,0,1,0.083,0.094,0.120
Kalah,4,Sumba Barat,PARPOL,Marthen Ngailu Toni,Agustinus Bernadus Bora,L,L,51,55,SIPIL,SIPIL,2,0,2,0.167,0.324,0.200
Kalah,4,Sumba Barat,PARPOL,Yohanes Dade,John Lado Bora Kabba,L,L,60,50,SIPIL,SIPIL,0,0,3,0.250,0.315,0.320
Kalah,4,Sumba Barat,PARPOL,Daniel Bili,Thimotius Raga,L,L,55,52,SIPIL,SIPIL,0,0,2,0.167,0.148,0.200
Menang,2,Sumba Timur,PARPOL,Kristofel Praing,David Melo Wadu,L,L,55,51,SIPIL,SIPIL,0,0,7,0.583,0.631,0.567
Kalah,2,Sumba Timur,PARPOL,Umbu Lili Pekuwali,Yohanis Hiwa Wunu,L,L,47,55,SIPIL,SIPIL,2,0,2,0.167,0.249,0.400
Kalah,3,Timor Tengah Utara,PARPOL,Kristiana Muki,Yosef Tanu,P,L,46,40,SIPIL,SIPIL,0,0,1,0.083,0.103,0.267
Kalah,3,Timor Tengah Utara,PARPOL,Frengky Saunoah,Amandus Nahas,L,L,43,57,SIPIL,SIPIL,0,0,5,0.417,0.480,0.300
Menang,3,Timor Tengah Utara,PARPOL,Juandi David,Eusabius Binsasi,L,L,61,61,SIPIL,SIPIL,0,0,3,0.250,0.384,0.333
Menang,4,Bengkayang,PARPOL,Sebastinus Darwis,Syamsul Rizal,L,L,47,61,SIPIL,SIPIL,0,0,2,0.167,0.284,0.300
Kalah,4,Bengkayang,PARPOL,Mok Fu Tjhiu,Aliong,L,L,60,52,SIPIL,SIPIL,0,0,1,0.083,0.000,0.100
Kalah,4,Bengkayang,PARPOL,Martinus Kajot,Carlos Djafaara,L,L,47,62,SIPIL,SIPIL,0,0,2,0.167,0.325,0.267
Kalah,4,Bengkayang,PARPOL,Herman Ivo,Yohanes Pasti,L,L,56,56,SIPIL,SIPIL,0,0,2,0.167,0.195,0.233
Kalah,3,Kapuas Hulu,PARPOL,Hamdi Jafar,John Itang Oe,L,L,50,63,SIPIL,SIPIL,0,0,3,0.250,0.230,0.267
Kalah,3,Kapuas Hulu,PARPOL,Baiduri H. Ahmad,Rufina Sedang,L,P,54,57,SIPIL,SIPIL,0,0,7,0.583,0.471,0.500
Menang,3,Kapuas Hulu,PARPOL,Fransiskus Diaan,Wahyudi Hidayat,L,L,39,38,SIPIL,SIPIL,0,0,2,0.167,0.299,0.233
Kalah,4,Ketapang,PARPOL,Iin Solinar,Rahmad Sutoyo,L,L,49,50,SIPIL,SIPIL,0,0,2,0.167,0.230,0.169
Kalah,4,Ketapang,PARPOL,Junaidi,Sahrani,L,L,41,45,SIPIL,SIPIL,0,0,4,0.333,0.324,0.222
Kalah,4,Ketapang,PARPOL,Eryanto Harun,Mateus Yudi,L,L,59,44,SIPIL,SIPIL,0,0,2,0.167,0.299,0.244
Menang,4,Ketapang,PARPOL,Martin Rantan,Farhan,L,L,52,58,SIPIL,SIPIL,1,0,2,0.167,0.148,0.311
Kalah,3,Melawi,PARPOL,Panji,Abang Ahmaddin,L,L,56,43,SIPIL,SIPIL,1,0,2,0.167,0.250,0.333
Kalah,3,Melawi,PARPOL,Henny Dwi Rini,Mulyadi,P,L,57,50,SIPIL,SIPIL,0,0,3,0.250,0.230,0.200
Menang,3,Melawi,PARPOL,Dadi Sunarsya Usfa Yursa,Kluisen,L,L,36,56,SIPIL,SIPIL,2,0,5,0.417,0.520,0.400
Kalah,4,Sambas,PARPOL,Heroaldi Djuhardi Alwi,Rubaeti Erlita,L,P,49,45,SIPIL,SIPIL,0,0,2,0.167,0.249,0.222
Menang,4,Sambas,PARPOL,Satono,Fahrur Rofi,L,L,40,39,SIPIL,SIPIL,0,0,2,0.167,0.212,0.244
Kalah,4,Sambas,PARPOL,Helman Fachri,Darso,L,L,59,53,SIPIL,SIPIL,0,0,2,0.167,0.325,0.244
Kalah,4,Sambas,PARPOL,Atbah Romin Suhaili,Hairiah,L,P,50,54,SIPIL,SIPIL,1,2,4,0.333,0.214,0.267
Menang,2,Sekadau,PARPOL,Aron,Subandrio,L,L,46,44,SIPIL,SIPIL,0,0,6,0.500,0.520,0.400
Kalah,2,Sekadau,PARPOL,Rupinus,Aloysius,L,L,55,57,SIPIL,SIPIL,1,2,5,0.417,0.480,0.533
Menang,3,Sintang,PARPOL,Jarot Winarno,Sudiyanto,L,L,60,59,SIPIL,SIPIL,1,0,5,0.417,0.384,0.425
Kalah,3,Sintang,PARPOL,Askiman,Hatta,L,L,54,59,SIPIL,SIPIL,2,0,2,0.167,0.094,0.225
Kalah,3,Sintang,PARPOL,Yohanes Rumpak,Syarifuddin,L,L,44,55,SIPIL,SIPIL,0,0,3,0.250,0.435,0.325
Menang,4,Kotawaringin Timur,PARPOL,Halikinnor,Irawati,L,P,58,43,SIPIL,SIPIL,0,0,2,0.167,0.317,0.300
Kalah,4,Kotawaringin Timur,PARPOL,Suprianti Rambat,Muhammad Arsyad,P,L,54,46,SIPIL,SIPIL,0,0,2,0.167,0.237,0.225
Kalah,4,Kotawaringin Timur,PARPOL,H.M. Taufiq Mukri,Supriadi,L,L,68,52,SIPIL,SIPIL,2,0,3,0.250,0.283,0.250
Kalah,4,Kotawaringin Timur,PARPOL,Muhammad Rudini Darwan Ali,Samsudin,L,L,34,58,SIPIL,SIPIL,0,0,3,0.250,0.164,0.200
Menang,2,Balangan,PARPOL,Abdul Hadi,Supiani,L,L,49,60,SIPIL,SIPIL,0,0,5,0.417,0.452,0.480
Kalah,2,Balangan,PARPOL,Ansharuddin,M. Noor Iswan,L,L,62,38,SIPIL,SIPIL,1,0,7,0.583,0.548,0.520
Menang,3,Banjar,PARPOL,Rusli,Fadlan Asy'ari,L,L,62,58,SIPIL,SIPIL,0,0,3,0.250,0.297,0.356
Kalah,3,Banjar,PERORANGAN,Saidi Mansyur,Idrus Al Habsyi,L,L,33,60,SIPIL,SIPIL,2,0,0,0.000,0.000,0.000
Kalah,3,Banjar,PARPOL,Andin Sofyanoor,Syarif Busthomi,L,L,44,51,SIPIL,SIPIL,0,0,6,0.500,0.703,0.622
Kalah,5,Hulu Sungai Tengah,PARPOL,Aulia Oktafiandi,Mansyah Sabri,L,L,36,68,SIPIL,SIPIL,0,0,1,0.083,0.087,0.100
Kalah,5,Hulu Sungai Tengah,PERORANGAN,Akhmad Tamzil,Ilham Effendy,L,L,60,61,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,5,Hulu Sungai Tengah,PERORANGAN,Faqih Jarjani,Abu Yazid Bustami,L,L,56,56,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,Hulu Sungai Tengah,PARPOL,Berry Nahdian Forqan,Pahrijani,L,L,48,57,SIPIL,SIPIL,2,0,7,0.583,0.657,0.667
Kalah,5,Hulu Sungai Tengah,PARPOL,Saban Effendi,Abdillah Alaydrus,L,L,52,55,SIPIL,SIPIL,0,0,3,0.250,0.256,0.200
Menang,2,Kotabaru,PARPOL,Sayed Jafara Al Idrus,Andi Rudi Latif,L,L,58,38,SIPIL,SIPIL,1,0,11,0.917,1.000,0.971
Kalah,2,Kotabaru,PERORANGAN,Burhanuddin,Bahrudin,L,L,57,55,SIPIL,SIPIL,2,0,0,0.000,0.000,0.000
Kalah,3,Tanah Bumbu,PARPOL,Mila Karmila,Zainal Arifin,P,L,37,47,SIPIL,SIPIL,0,0,3,0.250,0.391,0.571
Kalah,3,Tanah Bumbu,PERORANGAN,Zairullah Azhar,Muhammad Rusli,L,L,66,52,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,3,Tanah Bumbu,PARPOL,Syafruddin H. Maming,Alpiya Rahman,L,L,43,34,SIPIL,SIPIL,0,0,5,0.417,0.515,0.429
Kalah,3,Banjarbaru,PARPOL,Martinus,Darmawan Jaya Setiawan,L,L,63,52,SIPIL,SIPIL,0,2,3,0.250,0.336,0.333
Menang,3,Banjarbaru,PARPOL,Aditya Mufti Ariffin,Wartono,L,L,36,54,SIPIL,SIPIL,0,0,3,0.250,0.391,0.433
Kalah,3,Banjarbaru,PARPOL,Gusti Iskandar Sukma Alamsyah,A.R. Iwansyah,L,L,61,60,SIPIL,SIPIL,0,0,3,0.250,0.273,0.233
Kalah,4,Banjarmasin,PARPOL,Ibnu Sina,Ariffin Noor,L,L,45,60,SIPIL,SIPIL,1,0,3,0.250,0.169,0.200
Menang,4,Banjarmasin,PARPOL,Abdul Haris Makkie,Ilham Noor,L,L,58,44,SIPIL,SIPIL,0,0,3,0.250,0.417,0.333
Kalah,4,Banjarmasin,PERORANGAN,Ananda,Mushaffa Zakir,P,L,36,38,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Banjarmasin,PARPOL,Khairul Saleh,Muhammad Ali Al Habsyi,L,L,60,51,SIPIL,SIPIL,0,0,4,0.333,0.414,0.467
Kalah,2,Berau,PARPOL,Seri Marawiah,Agus Tantomo,P,L,56,52,SIPIL,SIPIL,0,2,4,0.333,0.473,0.533
Menang,2,Berau,PARPOL,Sri Juniarsih,Gamalis,P,L,44,54,SIPIL,SIPIL,0,0,6,0.500,0.527,0.467
Menang,1,Kutai Kartanegara,PARPOL,Edi Damansyah,Rendi Solihin,L,L,55,29,SIPIL,SIPIL,1,0,9,0.750,0.906,0.978
Kalah,2,Kutai Barat,PERORANGAN,Fransiskus Xaverius Yapan,Edyanto Arkan,L,L,62,61,SIPIL,SIPIL,1,2,0,0.000,0.000,0.000
Menang,2,Kutai Barat,PARPOL,Martinus Herman Kenton,Abdul Azis,L,L,47,56,SIPIL,SIPIL,0,0,9,0.750,0.967,0.960
Kalah,3,Kutai Timur,PARPOL,Mahyunadi,Lulu Kisnu,L,L,48,39,SIPIL,SIPIL,0,0,6,0.500,0.786,0.575
Kalah,3,Kutai Timur,PARPOL,Ardiansyah Sulaiman,Kamsidi Bulang,L,L,56,44,SIPIL,SIPIL,0,2,1,0.083,0.033,0.225
Menang,3,Kutai Timur,PARPOL,Awang Ferdian Hidayat,Uce Prasetyo,L,L,45,41,SIPIL,SIPIL,0,0,2,0.167,0.181,0.150
Kalah,2,Mahakam Ulu,PARPOL,Bonifasius Belawan Geh,Yohanes Avun,L,L,54,56,SIPIL,SIPIL,1,0,1,0.083,0.223,0.200
Menang,2,Mahakam Ulu,PARPOL,Yohanes Juan Jenau,Indra Jaya,L,L,61,32,SIPIL,SIPIL,2,0,4,0.333,0.478,0.800
Kalah,4,Paser,PERORANGAN,Fahmi Fadli,Syarifah Masitah Assegaf,L,P,44,54,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Paser,PARPOL,Tony Budi Hartono,Aji Sayid Fathur Rahman,L,L,63,62,SIPIL,SIPIL,0,0,4,0.333,0.419,0.400
Menang,4,Paser,PARPOL,Sulaiman Eva Merukh,Ikhwan Wirawan,L,L,56,47,SIPIL,SIPIL,0,0,2,0.167,0.249,0.367
Kalah,4,Paser,PARPOL,Alphad Syarif,Arbain M. Noor,L,L,44,47,SIPIL,SIPIL,0,0,4,0.333,0.332,0.200
Menang,1,Balikpapan,PARPOL,Rahmad Mas'ud,Thohari Aziz,L,L,44,50,SIPIL,SIPIL,2,0,7,0.583,0.821,0.867
Menang,2,Bontang,PARPOL,Basri Rase,Najirah,L,P,48,56,SIPIL,SIPIL,2,0,2,0.167,0.324,0.200
Kalah,2,Bontang,PARPOL,Neni Moerniaeni,Joni Muslim,P,L,60,45,SIPIL,SIPIL,1,0,7,0.583,0.583,0.760
Kalah,2,Samarinda,PARPOL,Muhammad Barkati,Darlis Pattolongi,L,L,51,49,SIPIL,SIPIL,2,0,3,0.250,0.318,0.311
Menang,2,Samarinda,PARPOL,Andi Harun,Rusmadi Wongso,L,L,48,58,SIPIL,SIPIL,0,0,7,0.583,0.682,0.689
Menang,4,Bulungan,PARPOL,Syarwani,Ingkong Ala,L,L,46,54,SIPIL,SIPIL,0,2,2,0.167,0.148,0.240
Kalah,4,Bulungan,PARPOL,Sigit Muryono,Markus Juk,L,L,60,52,SIPIL,SIPIL,0,0,4,0.333,0.433,0.280
Kalah,4,Bulungan,PARPOL,Najamuddin,Ari Yusnita,L,P,44,40,SIPIL,SIPIL,0,0,3,0.250,0.284,0.200
Kalah,4,Bulungan,PARPOL,Djoko Susilo,Kosmas Kajan,L,L,65,51,SIPIL,SIPIL,0,0,2,0.167,0.136,0.200
Kalah,3,Malinau,PARPOL,Pdt. Martin Labo,Mohammad Nasir,L,L,70,64,SIPIL,SIPIL,0,0,2,0.167,0.250,0.250
